Código de proyecto,Área,Prioridad,Presupuesto,Complejidad técnica,Número de dependencias asociadas,Fecha de inicio de ejecución,Fecha de uso por el cliente planificada,Fecha fin de ejecución,Fecha pase a producción,Fecha de uso por el cliente,Time to market
SDATOOL-9172,RCS,Alta,"S/.325,306.00",Alta,7,26/09/2020,01/09/2021,09/11/2021,23/11/2021,26/11/2021,426
SDATOOL-4023,RCS,Media,"S/.325,471.00",Alta,10,19/07/2020,26/06/2021,07/09/2021,16/09/2021,18/09/2021,426
SDATOOL-5437,GRM,Media,"S/.296,097.00",Alta,9,18/01/2022,01/01/2023,01/03/2023,13/03/2023,20/03/2023,426
SDATOOL-1433,CIB,Media,"S/.259,705.00",Alta,10,19/07/2024,28/06/2025,03/09/2025,13/09/2025,18/09/2025,426
SDATOOL-4797,RIC,Alta,"S/.250,553.00",Alta,8,04/08/2023,19/06/2024,22/09/2024,02/10/2024,03/10/2024,426
SDATOOL-6221,FIN,Media,"S/.226,736.00",Alta,6,25/07/2024,20/06/2025,31/08/2025,15/09/2025,24/09/2025,426
SDATOOL-2144,CIB,Media,"S/.330,959.00",Alta,8,20/02/2022,02/02/2023,03/04/2023,15/04/2023,21/04/2023,425
SDATOOL-1319,FIN,Alta,"S/.325,888.00",Alta,7,07/04/2021,15/02/2022,07/05/2022,03/06/2022,06/06/2022,425
SDATOOL-8438,RCS,Media,"S/.253,659.00",Alta,10,04/04/2020,03/04/2021,13/05/2021,02/06/2021,03/06/2021,425
SDATOOL-4956,CIB,Baja,"S/.249,162.00",Alta,6,10/10/2022,14/09/2023,30/11/2023,08/12/2023,09/12/2023,425
SDATOOL-9278,GRM,Baja,"S/.214,815.00",Alta,9,14/10/2020,07/10/2021,23/11/2021,03/12/2021,13/12/2021,425
SDATOOL-2886,T&C,Alta,"S/.345,558.00",Alta,9,23/01/2023,04/01/2024,27/02/2024,18/03/2024,21/03/2024,423
SDATOOL-7483,CIB,Alta,"S/.253,711.00",Alta,4,26/04/2024,29/03/2025,08/06/2025,21/06/2025,23/06/2025,423
SDATOOL-3502,CCS,Media,"S/.233,953.00",Alta,3,24/06/2019,27/04/2020,25/07/2020,14/08/2020,20/08/2020,423
SDATOOL-9158,ENG,Media,"S/.201,287.00",Alta,1,08/11/2022,05/10/2023,09/12/2023,01/01/2024,05/01/2024,423
SDATOOL-3345,GRM,Media,"S/.389,862.00",Alta,10,23/01/2024,17/12/2024,25/02/2025,11/03/2025,20/03/2025,422
SDATOOL-9236,CIB,Alta,"S/.309,322.00",Alta,7,12/07/2019,06/07/2020,26/08/2020,05/09/2020,06/09/2020,422
SDATOOL-4546,ENG,Baja,"S/.313,785.00",Alta,6,19/06/2019,21/05/2020,17/07/2020,08/08/2020,14/08/2020,422
SDATOOL-6573,ENG,Media,"S/.283,347.00",Alta,5,14/04/2021,11/03/2022,02/05/2022,31/05/2022,10/06/2022,422
SDATOOL-5748,CCS,Media,"S/.386,515.00",Alta,10,31/10/2022,30/09/2023,09/12/2023,17/12/2023,26/12/2023,421
SDATOOL-2922,GRM,Baja,"S/.325,942.00",Alta,8,19/05/2021,05/05/2022,25/06/2022,09/07/2022,14/07/2022,421
SDATOOL-3865,RCS,Media,"S/.288,092.00",Alta,5,22/03/2023,20/01/2024,03/05/2024,14/05/2024,16/05/2024,421
SDATOOL-5994,CIB,Baja,"S/.282,308.00",Alta,5,29/04/2021,27/04/2022,03/06/2022,19/06/2022,24/06/2022,421
SDATOOL-5198,CCS,Alta,"S/.258,984.00",Alta,4,13/12/2021,28/10/2022,19/01/2023,28/01/2023,07/02/2023,421
SDATOOL-4810,FIN,Alta,"S/.194,447.00",Alta,1,14/09/2021,12/07/2022,04/10/2022,30/10/2022,09/11/2022,421
SDATOOL-7288,CIB,Media,"S/.339,140.00",Alta,8,18/05/2023,16/05/2024,19/06/2024,30/06/2024,10/07/2024,419
SDATOOL-2371,FIN,Baja,"S/.259,873.00",Alta,4,29/07/2024,04/06/2025,04/09/2025,14/09/2025,21/09/2025,419
SDATOOL-4231,ENG,Media,"S/.250,884.00",Alta,3,11/09/2020,10/07/2021,07/10/2021,29/10/2021,04/11/2021,419
SDATOOL-8649,ENG,Alta,"S/.375,174.00",Alta,10,18/01/2021,10/12/2021,10/02/2022,03/03/2022,12/03/2022,418
SDATOOL-1576,RIC,Alta,"S/.332,079.00",Alta,8,18/04/2021,15/02/2022,17/05/2022,05/06/2022,10/06/2022,418
SDATOOL-3032,GRM,Media,"S/.314,217.00",Alta,6,01/09/2020,31/07/2021,29/09/2021,18/10/2021,24/10/2021,418
SDATOOL-8159,RIC,Baja,"S/.239,861.00",Alta,3,04/02/2020,16/01/2021,03/03/2021,24/03/2021,28/03/2021,418
SDATOOL-5044,RIC,Alta,"S/.298,614.00",Alta,6,02/05/2022,30/04/2023,22/05/2023,15/06/2023,23/06/2023,417
SDATOOL-6707,ENG,Media,"S/.290,223.00",Alta,6,27/03/2024,11/02/2025,25/04/2025,13/05/2025,18/05/2025,417
SDATOOL-8095,ENG,Media,"S/.212,330.00",Alta,2,09/10/2020,11/08/2021,25/10/2021,21/11/2021,30/11/2021,417
SDATOOL-5444,GRM,Media,"S/.198,326.00",Alta,1,03/02/2020,15/12/2020,20/02/2021,17/03/2021,26/03/2021,417
SDATOOL-7105,T&C,Media,"S/.368,302.00",Alta,10,15/01/2024,30/12/2024,12/02/2025,25/02/2025,06/03/2025,416
SDATOOL-5027,RIC,Media,"S/.369,820.00",Alta,10,14/06/2021,13/04/2022,14/07/2022,30/07/2022,03/08/2022,415
SDATOOL-4984,GRM,Alta,"S/.315,262.00",Alta,7,18/07/2019,13/06/2020,17/08/2020,01/09/2020,05/09/2020,415
SDATOOL-9038,ENG,Media,"S/.310,999.00",Alta,7,29/03/2024,22/03/2025,15/04/2025,09/05/2025,18/05/2025,415
SDATOOL-7302,CCS,Baja,"S/.268,393.00",Alta,4,18/01/2022,19/11/2022,02/02/2023,01/03/2023,09/03/2023,415
SDATOOL-4295,CIB,Media,"S/.221,854.00",Alta,2,07/07/2023,05/06/2024,24/07/2024,18/08/2024,25/08/2024,415
SDATOOL-1501,ENG,Baja,"S/.368,579.00",Alta,10,21/02/2023,29/12/2023,20/03/2024,05/04/2024,10/04/2024,414
SDATOOL-7058,RIC,Baja,"S/.235,422.00",Alta,3,25/08/2022,18/08/2023,18/09/2023,12/10/2023,13/10/2023,414
SDATOOL-7968,FIN,Baja,"S/.285,816.00",Alta,5,20/12/2023,04/12/2024,09/01/2025,04/02/2025,05/02/2025,413
SDATOOL-9694,GRM,Media,"S/.250,873.00",Alta,4,10/05/2024,14/03/2025,26/05/2025,19/06/2025,27/06/2025,413
SDATOOL-8111,RIC,Baja,"S/.249,501.00",Alta,3,17/09/2019,17/07/2020,15/10/2020,27/10/2020,03/11/2020,413
SDATOOL-2050,FIN,Alta,"S/.386,789.00",Alta,10,18/08/2019,14/08/2020,06/09/2020,02/10/2020,03/10/2020,412
SDATOOL-3894,FIN,Baja,"S/.367,649.00",Alta,10,01/02/2021,04/01/2022,27/02/2022,15/03/2022,20/03/2022,412
SDATOOL-8891,FIN,Alta,"S/.361,478.00",Alta,9,19/02/2021,16/12/2021,23/03/2022,06/04/2022,07/04/2022,412
SDATOOL-3981,RCS,Media,"S/.368,276.00",Alta,9,28/02/2022,19/02/2023,07/04/2023,15/04/2023,16/04/2023,412
SDATOOL-3541,CCS,Alta,"S/.331,022.00",Alta,7,03/01/2019,24/12/2019,20/01/2020,13/02/2020,19/02/2020,412
SDATOOL-1772,T&C,Media,"S/.305,741.00",Alta,6,07/03/2020,05/03/2021,31/03/2021,13/04/2021,23/04/2021,412
SDATOOL-2773,RIC,Media,"S/.212,629.00",Alta,2,31/12/2023,25/10/2024,26/01/2025,10/02/2025,15/02/2025,412
SDATOOL-7119,ENG,Alta,"S/.222,637.00",Alta,2,06/05/2024,23/03/2025,27/05/2025,13/06/2025,22/06/2025,412
SDATOOL-3564,RCS,Alta,"S/.326,924.00",Alta,8,02/06/2022,31/05/2023,29/06/2023,16/07/2023,18/07/2023,411
SDATOOL-3548,GRM,Media,"S/.318,052.00",Alta,7,31/07/2020,25/06/2021,24/08/2021,13/09/2021,15/09/2021,411
SDATOOL-1537,RCS,Baja,"S/.265,683.00",Alta,4,07/08/2020,31/05/2021,25/08/2021,19/09/2021,22/09/2021,411
SDATOOL-7774,FIN,Media,"S/.242,590.00",Alta,3,05/03/2019,09/01/2020,15/03/2020,09/04/2020,19/04/2020,411
SDATOOL-9339,RIC,Alta,"S/.225,101.00",Alta,2,20/07/2020,08/05/2021,10/08/2021,27/08/2021,04/09/2021,411
SDATOOL-8990,RCS,Alta,"S/.224,680.00",Alta,2,28/11/2020,20/10/2021,23/12/2021,03/01/2022,13/01/2022,411
SDATOOL-2470,RCS,Media,"S/.216,807.00",Alta,1,12/09/2020,25/08/2021,25/09/2021,21/10/2021,28/10/2021,411
SDATOOL-2758,CIB,Media,"S/.339,537.00",Alta,8,28/06/2020,08/06/2021,28/07/2021,10/08/2021,12/08/2021,410
SDATOOL-4376,T&C,Alta,"S/.292,426.00",Alta,5,27/02/2021,22/12/2021,27/03/2022,06/04/2022,13/04/2022,410
SDATOOL-1817,ENG,Media,"S/.277,370.00",Alta,5,27/03/2020,05/03/2021,18/04/2021,07/05/2021,11/05/2021,410
SDATOOL-2187,ENG,Media,"S/.243,668.00",Alta,3,02/03/2022,25/02/2023,17/03/2023,14/04/2023,16/04/2023,410
SDATOOL-6154,FIN,Alta,"S/.214,619.00",Alta,1,02/02/2022,20/11/2022,17/02/2023,16/03/2023,19/03/2023,410
SDATOOL-1544,CIB,Media,"S/.339,000.00",Alta,8,23/09/2019,12/09/2020,04/10/2020,29/10/2020,05/11/2020,409
SDATOOL-3144,FIN,Media,"S/.310,792.00",Alta,7,17/04/2021,07/03/2022,16/05/2022,28/05/2022,31/05/2022,409
SDATOOL-7346,CIB,Media,"S/.319,345.00",Alta,7,15/11/2019,17/10/2020,12/12/2020,23/12/2020,28/12/2020,409
SDATOOL-9528,RIC,Media,"S/.305,527.00",Alta,6,22/08/2019,07/06/2020,19/09/2020,28/09/2020,04/10/2020,409
SDATOOL-8498,FIN,Media,"S/.314,864.00",Alta,6,03/01/2022,03/12/2022,08/02/2023,15/02/2023,16/02/2023,409
SDATOOL-8379,T&C,Media,"S/.269,526.00",Alta,5,03/07/2020,29/04/2021,03/08/2021,13/08/2021,16/08/2021,409
SDATOOL-1873,RIC,Media,"S/.271,368.00",Alta,5,12/07/2024,31/05/2025,30/07/2025,18/08/2025,25/08/2025,409
SDATOOL-4749,GRM,Alta,"S/.337,434.00",Alta,8,19/11/2022,27/10/2023,08/12/2023,23/12/2023,01/01/2024,408
SDATOOL-3792,FIN,Baja,"S/.337,756.00",Alta,8,22/05/2024,05/05/2025,17/06/2025,02/07/2025,04/07/2025,408
SDATOOL-8860,CIB,Alta,"S/.319,903.00",Alta,7,29/06/2020,24/05/2021,17/07/2021,10/08/2021,11/08/2021,408
SDATOOL-8371,ENG,Alta,"S/.193,519.00",Alta,1,20/11/2023,28/09/2024,18/12/2024,28/12/2024,01/01/2025,408
SDATOOL-9008,CIB,Media,"S/.344,043.00",Alta,9,09/05/2020,28/03/2021,23/05/2021,12/06/2021,20/06/2021,407
SDATOOL-6174,FIN,Media,"S/.297,843.00",Alta,6,07/06/2019,04/05/2020,01/07/2020,11/07/2020,18/07/2020,407
SDATOOL-5891,FIN,Alta,"S/.283,182.00",Alta,5,12/05/2019,08/03/2020,31/05/2020,20/06/2020,22/06/2020,407
SDATOOL-7481,GRM,Alta,"S/.363,742.00",Alta,10,23/08/2020,02/08/2021,15/09/2021,01/10/2021,03/10/2021,406
SDATOOL-9443,RIC,Baja,"S/.352,044.00",Alta,8,09/01/2023,15/12/2023,16/01/2024,14/02/2024,19/02/2024,406
SDATOOL-8055,RCS,Media,"S/.285,186.00",Alta,6,18/09/2022,10/09/2023,24/09/2023,19/10/2023,29/10/2023,406
SDATOOL-8286,ENG,Alta,"S/.272,990.00",Alta,4,14/02/2019,01/12/2019,04/03/2020,21/03/2020,26/03/2020,406
SDATOOL-9360,GRM,Baja,"S/.244,461.00",Alta,3,12/04/2021,14/02/2022,27/04/2022,21/05/2022,23/05/2022,406
SDATOOL-6463,ENG,Media,"S/.258,287.00",Alta,3,12/09/2021,08/08/2022,05/10/2022,16/10/2022,23/10/2022,406
SDATOOL-3963,CCS,Media,"S/.325,570.00",Alta,7,08/03/2022,30/01/2023,30/03/2023,16/04/2023,17/04/2023,405
SDATOOL-4965,T&C,Alta,"S/.328,577.00",Alta,7,27/10/2020,08/10/2021,07/11/2021,04/12/2021,06/12/2021,405
